Entity,Code,Year,CO₂ emissions per capita (per year) (tonnes per year)
Dominica,DMA,2006,1.6515
Dominica,DMA,2007,2.1653
Dominica,DMA,2008,1.8717
Dominica,DMA,2009,1.8717
Dominica,DMA,2010,1.9451
Dominica,DMA,2011,1.7983
Dominica,DMA,2012,1.8717
Dominica,DMA,2013,1.835
Dominica,DMA,2014,1.8717
Dominican Republic,DOM,1950,0.1468
Dominican Republic,DOM,1951,0.1468
Dominican Republic,DOM,1952,0.2202
Dominican Republic,DOM,1953,0.2202
Dominican Republic,DOM,1954,0.2202
Dominican Republic,DOM,1955,0.3303
Dominican Republic,DOM,1956,0.3303
Dominican Republic,DOM,1957,0.3303
Dominican Republic,DOM,1958,0.3303
Dominican Republic,DOM,1959,0.3303
Dominican Republic,DOM,1960,0.3303
Dominican Republic,DOM,1961,0.2936
Dominican Republic,DOM,1962,0.367
Dominican Republic,DOM,1963,0.3303
Dominican Republic,DOM,1964,0.4771
Dominican Republic,DOM,1965,0.4037
Dominican Republic,DOM,1966,0.4037
Dominican Republic,DOM,1967,0.367
Dominican Republic,DOM,1968,0.5505
Dominican Republic,DOM,1969,0.6239
Dominican Republic,DOM,1970,0.6973
Dominican Republic,DOM,1971,0.7707
Dominican Republic,DOM,1972,0.9909
Dominican Republic,DOM,1973,1.2111
Dominican Republic,DOM,1974,1.2845
Dominican Republic,DOM,1975,1.2478
Dominican Republic,DOM,1976,1.2111
Dominican Republic,DOM,1977,1.0276
Dominican Republic,DOM,1978,0.9909
Dominican Republic,DOM,1979,1.2111
Dominican Republic,DOM,1980,1.101
Dominican Republic,DOM,1981,1.0276
Dominican Republic,DOM,1982,1.0643
Dominican Republic,DOM,1983,1.2845
Dominican Republic,DOM,1984,1.1744
Dominican Republic,DOM,1985,1.1377
Dominican Republic,DOM,1986,1.2478
Dominican Republic,DOM,1987,1.4313
Dominican Republic,DOM,1988,1.4313
Dominican Republic,DOM,1989,1.468
Dominican Republic,DOM,1990,1.2845
Dominican Republic,DOM,1991,1.3579
Dominican Republic,DOM,1992,1.468
Dominican Republic,DOM,1993,1.5414
Dominican Republic,DOM,1994,1.6148
Dominican Republic,DOM,1995,2.0185
Dominican Republic,DOM,1996,2.1653
Dominican Republic,DOM,1997,2.202
Dominican Republic,DOM,1998,2.202
Dominican Republic,DOM,1999,2.202
Dominican Republic,DOM,2000,2.3121
Dominican Republic,DOM,2001,2.2754
Dominican Republic,DOM,2002,2.4222
Dominican Republic,DOM,2003,2.3855
Dominican Republic,DOM,2004,2.0185
Dominican Republic,DOM,2005,2.0185
Dominican Republic,DOM,2006,2.0919
Dominican Republic,DOM,2007,2.202
Dominican Republic,DOM,2008,2.1286
Dominican Republic,DOM,2009,2.0552
Dominican Republic,DOM,2010,2.1286
Dominican Republic,DOM,2011,2.1286
Dominican Republic,DOM,2012,2.1653
Dominican Republic,DOM,2013,2.0919
Dominican Republic,DOM,2014,2.0552
Ecuador,ECU,1950,0.2202
Ecuador,ECU,1951,0.2202
Ecuador,ECU,1952,0.2569
Ecuador,ECU,1953,0.2202
Ecuador,ECU,1954,0.2569
Ecuador,ECU,1955,0.2936
Ecuador,ECU,1956,0.3303
Ecuador,ECU,1957,0.2936
Ecuador,ECU,1958,0.3303
Ecuador,ECU,1959,0.2936
Ecuador,ECU,1960,0.4037
Ecuador,ECU,1961,0.367
Ecuador,ECU,1962,0.3303
Ecuador,ECU,1963,0.367
Ecuador,ECU,1964,0.4404
Ecuador,ECU,1965,0.4404
Ecuador,ECU,1966,0.4404
Ecuador,ECU,1967,0.4771
Ecuador,ECU,1968,0.5505
Ecuador,ECU,1969,0.6239
Ecuador,ECU,1970,0.734
Ecuador,ECU,1971,0.6973
Ecuador,ECU,1972,0.734
Ecuador,ECU,1973,0.8074
Ecuador,ECU,1974,0.9175
Ecuador,ECU,1975,1.0643
Ecuador,ECU,1976,1.1377
Ecuador,ECU,1977,1.0276
Ecuador,ECU,1978,1.3946
Ecuador,ECU,1979,1.5781
Ecuador,ECU,1980,1.6882
Ecuador,ECU,1981,2.0552
Ecuador,ECU,1982,2.3121
Ecuador,ECU,1983,2.2754
Ecuador,ECU,1984,2.3855
Ecuador,ECU,1985,2.1286
Ecuador,ECU,1986,1.6515
Ecuador,ECU,1987,1.5781
Ecuador,ECU,1988,1.7616
Ecuador,ECU,1989,2.0185
Ecuador,ECU,1990,1.6515
Ecuador,ECU,1991,1.5781
Ecuador,ECU,1992,2.0919
Ecuador,ECU,1993,2.202
Ecuador,ECU,1994,1.2111
Ecuador,ECU,1995,2.0185
Ecuador,ECU,1996,2.0919
Ecuador,ECU,1997,1.5781
Ecuador,ECU,1998,1.8717
Ecuador,ECU,1999,1.7616
Ecuador,ECU,2000,1.6882
Ecuador,ECU,2001,1.835
Ecuador,ECU,2002,1.9451
Ecuador,ECU,2003,2.0919
Ecuador,ECU,2004,2.202
Ecuador,ECU,2005,2.2387
Ecuador,ECU,2006,2.1286
Ecuador,ECU,2007,2.2387
Ecuador,ECU,2008,2.3488
Ecuador,ECU,2009,2.4589
Ecuador,ECU,2010,2.4589
Ecuador,ECU,2011,2.5323
Ecuador,ECU,2012,2.4589
Ecuador,ECU,2013,2.6057
Ecuador,ECU,2014,2.7525
Egypt,EGY,1950,0.4771
Egypt,EGY,1951,0.4771
Egypt,EGY,1952,0.4771
Egypt,EGY,1953,0.4771
Egypt,EGY,1954,0.4771
Egypt,EGY,1955,0.4404
Egypt,EGY,1956,0.4037
Egypt,EGY,1957,0.4771
Egypt,EGY,1958,0.5138
Egypt,EGY,1959,0.4771
Egypt,EGY,1960,0.5872
Egypt,EGY,1961,0.5872
Egypt,EGY,1962,0.6239
Egypt,EGY,1963,0.6973
Egypt,EGY,1964,0.8074
Egypt,EGY,1965,0.8808
Egypt,EGY,1966,0.8074
Egypt,EGY,1967,0.5872
Egypt,EGY,1968,0.6606
Egypt,EGY,1969,0.5505
Egypt,EGY,1970,0.5872
Egypt,EGY,1971,0.6239
Egypt,EGY,1972,0.6973
Egypt,EGY,1973,0.6239
Egypt,EGY,1974,0.6606
Egypt,EGY,1975,0.7707
Egypt,EGY,1976,0.8441
Egypt,EGY,1977,0.9175
Egypt,EGY,1978,0.9175
Egypt,EGY,1979,0.9909
Egypt,EGY,1980,0.9909
Egypt,EGY,1981,1.101
Egypt,EGY,1982,1.2111
Egypt,EGY,1983,1.1744
Egypt,EGY,1984,1.2845
Egypt,EGY,1985,1.2478
Egypt,EGY,1986,1.4313
Egypt,EGY,1987,1.3946
Egypt,EGY,1988,1.3579
Egypt,EGY,1989,1.2845
Egypt,EGY,1990,1.3212
Egypt,EGY,1991,1.3579
Egypt,EGY,1992,1.3946
Egypt,EGY,1993,1.5414
Egypt,EGY,1994,1.3946
Egypt,EGY,1995,1.5414
Egypt,EGY,1996,1.6148
Egypt,EGY,1997,1.6882
Egypt,EGY,1998,1.8717
Egypt,EGY,1999,1.8717
Egypt,EGY,2000,2.0919
Egypt,EGY,2001,1.835
Egypt,EGY,2002,1.7983
Egypt,EGY,2003,2.0552
Egypt,EGY,2004,2.0552
Egypt,EGY,2005,2.2387
Egypt,EGY,2006,2.3488
Egypt,EGY,2007,2.5323
Egypt,EGY,2008,2.6424
Egypt,EGY,2009,2.569
Egypt,EGY,2010,2.4589
Egypt,EGY,2011,2.6057
Egypt,EGY,2012,2.5323
Egypt,EGY,2013,2.4222
Egypt,EGY,2014,2.2387
El Salvador,SLV,1950,0.1101
El Salvador,SLV,1951,0.1468
El Salvador,SLV,1952,0.1835
El Salvador,SLV,1953,0.1835
El Salvador,SLV,1954,0.1835
El Salvador,SLV,1955,0.1835
El Salvador,SLV,1956,0.2202
El Salvador,SLV,1957,0.2202
El Salvador,SLV,1958,0.2202
El Salvador,SLV,1959,0.2202
El Salvador,SLV,1960,0.2202
El Salvador,SLV,1961,0.2202
El Salvador,SLV,1962,0.2202
El Salvador,SLV,1963,0.367
El Salvador,SLV,1964,0.4037
El Salvador,SLV,1965,0.3303
El Salvador,SLV,1966,0.4037
El Salvador,SLV,1967,0.3303
El Salvador,SLV,1968,0.367
El Salvador,SLV,1969,0.3303
El Salvador,SLV,1970,0.367
El Salvador,SLV,1971,0.4037
El Salvador,SLV,1972,0.4404
El Salvador,SLV,1973,0.4771
El Salvador,SLV,1974,0.4771
El Salvador,SLV,1975,0.5138
El Salvador,SLV,1976,0.5138
El Salvador,SLV,1977,0.5138
El Salvador,SLV,1978,0.5505
El Salvador,SLV,1979,0.5138
El Salvador,SLV,1980,0.4404
El Salvador,SLV,1981,0.4037
El Salvador,SLV,1982,0.367
El Salvador,SLV,1983,0.4037
El Salvador,SLV,1984,0.3303
El Salvador,SLV,1985,0.4037
El Salvador,SLV,1986,0.4037
El Salvador,SLV,1987,0.4771
El Salvador,SLV,1988,0.4771
El Salvador,SLV,1989,0.4771
El Salvador,SLV,1990,0.4771
El Salvador,SLV,1991,0.5872
El Salvador,SLV,1992,0.5872
El Salvador,SLV,1993,0.6973
El Salvador,SLV,1994,0.8074
El Salvador,SLV,1995,0.8808
El Salvador,SLV,1996,0.8074
El Salvador,SLV,1997,0.9542
El Salvador,SLV,1998,0.9909
El Salvador,SLV,1999,0.9542
El Salvador,SLV,2000,0.9542
El Salvador,SLV,2001,0.9909
El Salvador,SLV,2002,0.9909
El Salvador,SLV,2003,1.101
El Salvador,SLV,2004,1.0643
El Salvador,SLV,2005,1.0643
El Salvador,SLV,2006,1.1377
El Salvador,SLV,2007,1.1377
El Salvador,SLV,2008,1.0643
El Salvador,SLV,2009,1.0643
El Salvador,SLV,2010,1.0643
El Salvador,SLV,2011,1.101
El Salvador,SLV,2012,1.101
El Salvador,SLV,2013,1.0276
El Salvador,SLV,2014,1.0276
Equatorial Guinea,GNQ,1950,0.0367
Equatorial Guinea,GNQ,1951,0.0367
Equatorial Guinea,GNQ,1952,0.0367
Equatorial Guinea,GNQ,1953,0.0367
Equatorial Guinea,GNQ,1954,0.1468
Equatorial Guinea,GNQ,1955,0.1468
Equatorial Guinea,GNQ,1956,0.1468
Equatorial Guinea,GNQ,1957,0.1468
Equatorial Guinea,GNQ,1958,0.1835
Equatorial Guinea,GNQ,1959,0.1835
Equatorial Guinea,GNQ,1960,0.0734
Equatorial Guinea,GNQ,1961,0.0734
Equatorial Guinea,GNQ,1962,0.0734
Equatorial Guinea,GNQ,1963,0.1101
Equatorial Guinea,GNQ,1964,0.1101
Equatorial Guinea,GNQ,1965,0.1101
Equatorial Guinea,GNQ,1966,0.0734
Equatorial Guinea,GNQ,1967,0.0734
Equatorial Guinea,GNQ,1968,0.1101
Equatorial Guinea,GNQ,1969,0.1468
Equatorial Guinea,GNQ,1970,0.1101
Equatorial Guinea,GNQ,1971,0.2202
Equatorial Guinea,GNQ,1972,0.3303
Equatorial Guinea,GNQ,1973,0.1101
Equatorial Guinea,GNQ,1974,0.2202
Equatorial Guinea,GNQ,1975,0.2569
Equatorial Guinea,GNQ,1976,0.2569
Equatorial Guinea,GNQ,1977,0.2936
Equatorial Guinea,GNQ,1978,0.3303
Equatorial Guinea,GNQ,1979,0.2936
Equatorial Guinea,GNQ,1980,0.2569
Equatorial Guinea,GNQ,1981,0.2936
Equatorial Guinea,GNQ,1982,0.2936
Equatorial Guinea,GNQ,1983,0.2202
Equatorial Guinea,GNQ,1984,0.2569
Equatorial Guinea,GNQ,1985,0.2202
Equatorial Guinea,GNQ,1986,0.2569
Equatorial Guinea,GNQ,1987,0.2936
Equatorial Guinea,GNQ,1988,0.2936
Equatorial Guinea,GNQ,1989,0.3303
Equatorial Guinea,GNQ,1990,0.1835
Equatorial Guinea,GNQ,1991,0.367
Equatorial Guinea,GNQ,1992,0.4037
Equatorial Guinea,GNQ,1993,0.2202
Equatorial Guinea,GNQ,1994,0.0734
Equatorial Guinea,GNQ,1995,0.2936
Equatorial Guinea,GNQ,1996,0.2569
Equatorial Guinea,GNQ,1997,0.6239
Equatorial Guinea,GNQ,1998,0.3303
Equatorial Guinea,GNQ,1999,0.9175
Equatorial Guinea,GNQ,2000,0.8808
Equatorial Guinea,GNQ,2001,5.7619
Equatorial Guinea,GNQ,2002,8.9915
Equatorial Guinea,GNQ,2003,10.5329
Equatorial Guinea,GNQ,2004,8.8447
Equatorial Guinea,GNQ,2005,7.7437
Equatorial Guinea,GNQ,2006,7.5969
Equatorial Guinea,GNQ,2007,7.5235
Equatorial Guinea,GNQ,2008,6.8629
Equatorial Guinea,GNQ,2009,6.5326
Equatorial Guinea,GNQ,2010,6.4225
Equatorial Guinea,GNQ,2011,8.1841
Equatorial Guinea,GNQ,2012,6.606
Equatorial Guinea,GNQ,2013,6.4959
Equatorial Guinea,GNQ,2014,6.5326
Eritrea,ERI,1994,0.2569
Eritrea,ERI,1995,0.2936
Eritrea,ERI,1996,0.2936
Eritrea,ERI,1997,0.2569
Eritrea,ERI,1998,0.1835
Eritrea,ERI,1999,0.1835
Eritrea,ERI,2000,0.1835
Eritrea,ERI,2001,0.1835
Eritrea,ERI,2002,0.1468
Eritrea,ERI,2003,0.1835
Eritrea,ERI,2004,0.1835
Eritrea,ERI,2005,0.1835
Eritrea,ERI,2006,0.1101
Eritrea,ERI,2007,0.1101
Eritrea,ERI,2008,0.0734
Eritrea,ERI,2009,0.1101
Eritrea,ERI,2010,0.1101
Eritrea,ERI,2011,0.1101
Eritrea,ERI,2012,0.1468
Eritrea,ERI,2013,0.1468
Eritrea,ERI,2014,0.1468
Estonia,EST,1992,15.6342
Estonia,EST,1993,13.0285
Estonia,EST,1994,12.9918
Estonia,EST,1995,12.1844
Estonia,EST,1996,12.9184
Estonia,EST,1997,12.9184
Estonia,EST,1998,11.744
Estonia,EST,1999,11.01
Estonia,EST,2000,10.8632
Estonia,EST,2001,11.4504
Estonia,EST,2002,10.9733
Estonia,EST,2003,12.6615
Estonia,EST,2004,12.845
Estonia,EST,2005,12.4413
Estonia,EST,2006,12.0376
Estonia,EST,2007,14.2763
Estonia,EST,2008,13.3955
Estonia,EST,2009,10.8999
Estonia,EST,2010,13.6157
Estonia,EST,2011,14.0194
Estonia,EST,2012,13.3221
Estonia,EST,2013,15.0837
Estonia,EST,2014,14.8268
Ethiopia,ETH,1950,0
Ethiopia,ETH,1951,0
Ethiopia,ETH,1952,0
Ethiopia,ETH,1953,0
Ethiopia,ETH,1954,0
Ethiopia,ETH,1955,0
Ethiopia,ETH,1956,0
Ethiopia,ETH,1957,0
Ethiopia,ETH,1958,0
Ethiopia,ETH,1959,0
Ethiopia,ETH,1960,0
Ethiopia,ETH,1961,0
Ethiopia,ETH,1962,0
Ethiopia,ETH,1963,0
Ethiopia,ETH,1964,0
Ethiopia,ETH,1965,0.0367
Ethiopia,ETH,1966,0.0367
Ethiopia,ETH,1967,0.0367
Ethiopia,ETH,1968,0.0734
Ethiopia,ETH,1969,0.0734
Ethiopia,ETH,1970,0.0367
Ethiopia,ETH,1971,0.0734
Ethiopia,ETH,1972,0.0367
Ethiopia,ETH,1973,0.0367
Ethiopia,ETH,1974,0.0367
Ethiopia,ETH,1975,0.0367
Ethiopia,ETH,1976,0.0367
Ethiopia,ETH,1977,0.0367
Ethiopia,ETH,1978,0.0367
Ethiopia,ETH,1979,0.0367
Ethiopia,ETH,1980,0.0367
Ethiopia,ETH,1981,0.0367
Ethiopia,ETH,1982,0.0367
Ethiopia,ETH,1983,0.0367
Ethiopia,ETH,1984,0.0367
Ethiopia,ETH,1985,0.0367
Ethiopia,ETH,1986,0.0367
Ethiopia,ETH,1987,0.0734
Ethiopia,ETH,1988,0.0734
Ethiopia,ETH,1989,0.0734
Ethiopia,ETH,1990,0.0734
Ethiopia,ETH,1991,0.0734
Ethiopia,ETH,1992,0.0734
Ethiopia,ETH,1994,0.0367
Ethiopia,ETH,1995,0.0367
Ethiopia,ETH,1996,0.0367
Ethiopia,ETH,1997,0.0367
Ethiopia,ETH,1998,0.0367
Ethiopia,ETH,1999,0.0367
Ethiopia,ETH,2000,0.0367
Ethiopia,ETH,2001,0.0734
Ethiopia,ETH,2002,0.0734
Ethiopia,ETH,2003,0.0734
Ethiopia,ETH,2004,0.0734
Ethiopia,ETH,2005,0.0734
Ethiopia,ETH,2006,0.0734
Ethiopia,ETH,2007,0.0734
Ethiopia,ETH,2008,0.0734
Ethiopia,ETH,2009,0.0734
Ethiopia,ETH,2010,0.0734
Ethiopia,ETH,2011,0.0734
Ethiopia,ETH,2012,0.1101
Ethiopia,ETH,2013,0.1101
Ethiopia,ETH,2014,0.1101
Faeroe Islands,FRO,1950,1.2845
Faeroe Islands,FRO,1951,1.2478
Faeroe Islands,FRO,1952,1.7616
Faeroe Islands,FRO,1953,2.6424
Faeroe Islands,FRO,1954,2.4222
Faeroe Islands,FRO,1955,3.1562
Faeroe Islands,FRO,1956,3.5599
Faeroe Islands,FRO,1957,2.8626
Faeroe Islands,FRO,1958,3.4865
Faeroe Islands,FRO,1959,2.9727
Faeroe Islands,FRO,1960,1.6515
Faeroe Islands,FRO,1961,3.2296
Faeroe Islands,FRO,1962,3.3764
Faeroe Islands,FRO,1963,3.4865
Faeroe Islands,FRO,1964,3.3764
Faeroe Islands,FRO,1965,3.7434
Faeroe Islands,FRO,1966,3.8168
Faeroe Islands,FRO,1967,4.5141
Faeroe Islands,FRO,1968,4.8811
Faeroe Islands,FRO,1969,5.5417
Faeroe Islands,FRO,1970,6.6794
Faeroe Islands,FRO,1971,6.7161
Faeroe Islands,FRO,1972,6.0188
Faeroe Islands,FRO,1973,6.3491
Faeroe Islands,FRO,1974,7.5235
Faeroe Islands,FRO,1975,8.6612
Faeroe Islands,FRO,1976,8.1107
Faeroe Islands,FRO,1977,9.909
Faeroe Islands,FRO,1978,9.5787
Faeroe Islands,FRO,1979,11.3403
Faeroe Islands,FRO,1980,9.8356
Faeroe Islands,FRO,1981,10.1292
Faeroe Islands,FRO,1982,10.4595
Faeroe Islands,FRO,1983,11.01
Faeroe Islands,FRO,1984,11.0834
Faeroe Islands,FRO,1985,11.4137
Faeroe Islands,FRO,1986,10.643
Faeroe Islands,FRO,1987,10.7164
Faeroe Islands,FRO,1988,11.1568
Faeroe Islands,FRO,1989,12.1844
Faeroe Islands,FRO,1990,14.9736
Faeroe Islands,FRO,1991,14.2029
Faeroe Islands,FRO,1992,14.1295
Faeroe Islands,FRO,1993,12.9918
Faeroe Islands,FRO,1994,13.0652
Faeroe Islands,FRO,1995,13.1386
Faeroe Islands,FRO,1996,13.8726
Faeroe Islands,FRO,1997,13.4689
Faeroe Islands,FRO,1998,14.0561
Faeroe Islands,FRO,1999,14.0561
Faeroe Islands,FRO,2000,15.047
Faeroe Islands,FRO,2001,16.515
Faeroe Islands,FRO,2002,15.5241
Faeroe Islands,FRO,2003,15.4874
Faeroe Islands,FRO,2004,15.6342
Faeroe Islands,FRO,2005,14.9736
Faeroe Islands,FRO,2006,14.0194
Faeroe Islands,FRO,2007,13.946
Faeroe Islands,FRO,2008,12.7716
Faeroe Islands,FRO,2009,11.8908
Faeroe Islands,FRO,2010,12.9551
Faeroe Islands,FRO,2011,11.7073
Faeroe Islands,FRO,2012,12.1844
Faeroe Islands,FRO,2013,14.0561
Faeroe Islands,FRO,2014,12.4413
Falkland Islands,FLK,1950,122.3211
Falkland Islands,FLK,1951,158.6174
Falkland Islands,FLK,1952,112.7424
Falkland Islands,FLK,1953,46.976
Falkland Islands,FLK,1954,131.8998
Falkland Islands,FLK,1955,136.7442
Falkland Islands,FLK,1956,143.0566
Falkland Islands,FLK,1957,143.7539
Falkland Islands,FLK,1958,168.6732
Falkland Islands,FLK,1959,47.0494
Falkland Islands,FLK,1960,90.282
Falkland Islands,FLK,1961,72.0788
Falkland Islands,FLK,1962,21.7631
Falkland Islands,FLK,1963,21.9099
Falkland Islands,FLK,1964,5.872
Falkland Islands,FLK,1965,4.4407
Falkland Islands,FLK,1966,4.4774
Falkland Islands,FLK,1967,9.0282
Falkland Islands,FLK,1970,6.0555
Falkland Islands,FLK,1971,6.1289
Falkland Islands,FLK,1972,6.1656
Falkland Islands,FLK,1973,6.6794
Falkland Islands,FLK,1974,6.7161
Falkland Islands,FLK,1975,6.7528
Falkland Islands,FLK,1976,7.3033
Falkland Islands,FLK,1977,7.34
Falkland Islands,FLK,1978,7.3767
Falkland Islands,FLK,1979,7.4501
Falkland Islands,FLK,1980,7.4868
Falkland Islands,FLK,1981,12.9551
Falkland Islands,FLK,1982,11.5238
Falkland Islands,FLK,1983,12.5147
Falkland Islands,FLK,1984,12.9918
Falkland Islands,FLK,1985,15.5608
Falkland Islands,FLK,1986,17.1022
Falkland Islands,FLK,1987,18.6069
Falkland Islands,FLK,1988,21.6163
Falkland Islands,FLK,1989,21.2126
Falkland Islands,FLK,1990,20.6621
Falkland Islands,FLK,1991,19.9648
Falkland Islands,FLK,1992,19.1941
Falkland Islands,FLK,1993,18.3867
Falkland Islands,FLK,1994,17.616
Falkland Islands,FLK,1995,18.1298
Falkland Islands,FLK,1996,17.3958
Falkland Islands,FLK,1997,17.9096
Falkland Islands,FLK,1998,14.0561
Falkland Islands,FLK,1999,13.6524
Falkland Islands,FLK,2000,13.3588
Falkland Islands,FLK,2001,14.5332
Falkland Islands,FLK,2002,15.1571
Falkland Islands,FLK,2003,16.148
Falkland Islands,FLK,2004,17.5059
Falkland Islands,FLK,2005,17.4692
Falkland Islands,FLK,2006,19.4877
Falkland Islands,FLK,2007,19.4143
Falkland Islands,FLK,2008,19.3042
Falkland Islands,FLK,2009,20.1483
Falkland Islands,FLK,2010,19.1574
Falkland Islands,FLK,2011,19.1574
Falkland Islands,FLK,2012,19.1207
Falkland Islands,FLK,2013,19.0106
Falkland Islands,FLK,2014,18.9372
Fiji,FJI,1950,0.4037
Fiji,FJI,1951,0.4404
Fiji,FJI,1952,0.5138
Fiji,FJI,1953,0.5138
Fiji,FJI,1954,0.4771
Fiji,FJI,1955,0.5138
Fiji,FJI,1956,0.5505
Fiji,FJI,1957,0.4404
Fiji,FJI,1958,0.4771
Fiji,FJI,1959,0.5138
Fiji,FJI,1960,0.4771
Fiji,FJI,1961,0.4037
Fiji,FJI,1962,0.5505
Fiji,FJI,1963,0.5505
Fiji,FJI,1964,0.9542
Fiji,FJI,1965,0.734
Fiji,FJI,1966,0.6606
Fiji,FJI,1967,0.734
Fiji,FJI,1968,0.8074
Fiji,FJI,1969,0.8441
Fiji,FJI,1970,0.9909
Fiji,FJI,1971,1.0276
Fiji,FJI,1972,1.0643
Fiji,FJI,1973,1.1377
Fiji,FJI,1974,1.1744
Fiji,FJI,1975,1.0643
Fiji,FJI,1976,0.8074
Fiji,FJI,1977,1.2845
Fiji,FJI,1978,1.1744
Fiji,FJI,1979,1.3579
Fiji,FJI,1980,1.2478
Fiji,FJI,1981,1.6515
Fiji,FJI,1982,1.2478
Fiji,FJI,1983,1.0643
Fiji,FJI,1984,0.8441
Fiji,FJI,1985,0.8074
Fiji,FJI,1986,0.8441
Fiji,FJI,1987,0.6606
Fiji,FJI,1988,0.7707
Fiji,FJI,1989,0.8808
Fiji,FJI,1990,1.101
Fiji,FJI,1991,0.9175
Fiji,FJI,1992,0.9909
Fiji,FJI,1993,0.9909
Fiji,FJI,1994,0.9909
Fiji,FJI,1995,0.9909
Fiji,FJI,1996,1.0643
Fiji,FJI,1997,0.9909
Fiji,FJI,1998,0.9542
Fiji,FJI,1999,0.9909
Fiji,FJI,2000,1.0276
Fiji,FJI,2001,1.2845
Fiji,FJI,2002,1.101
Fiji,FJI,2003,1.2845
Fiji,FJI,2004,1.6515
Fiji,FJI,2005,1.3212
Fiji,FJI,2006,1.468
Fiji,FJI,2007,1.3946
Fiji,FJI,2008,1.0643
Fiji,FJI,2009,0.9175
Fiji,FJI,2010,1.4313
Fiji,FJI,2011,1.2478
Fiji,FJI,2012,1.2111
Fiji,FJI,2013,1.3212
Fiji,FJI,2014,1.3212
Finland,FIN,1950,1.6515
Finland,FIN,1951,1.9818
Finland,FIN,1952,2.1286
Finland,FIN,1953,1.835
Finland,FIN,1954,2.202
Finland,FIN,1955,2.569
Finland,FIN,1956,2.8626
Finland,FIN,1957,2.8259
Finland,FIN,1958,2.4222
Finland,FIN,1959,3.0828
Finland,FIN,1960,3.4131
Finland,FIN,1961,3.3397
Finland,FIN,1962,3.7434
Finland,FIN,1963,4.2939
Finland,FIN,1964,5.0279
Finland,FIN,1965,5.5417
Finland,FIN,1966,6.4592
Finland,FIN,1967,6.239
Finland,FIN,1968,7.2666
Finland,FIN,1969,8.2575
Finland,FIN,1970,8.7713
Finland,FIN,1971,8.7713
Finland,FIN,1972,9.5053
Finland,FIN,1973,10.5696
Finland,FIN,1974,9.9457
Finland,FIN,1975,9.7989
Finland,FIN,1976,10.8632
Finland,FIN,1977,10.6063
Finland,FIN,1978,10.9366
Finland,FIN,1979,11.4137
Finland,FIN,1980,12.1844
Finland,FIN,1981,10.7531
Finland,FIN,1982,8.9181
Finland,FIN,1983,8.5878
Finland,FIN,1984,8.6612
Finland,FIN,1985,10.1292
Finland,FIN,1986,10.8632
Finland,FIN,1987,11.6706
Finland,FIN,1988,10.5329
Finland,FIN,1989,10.6063
Finland,FIN,1990,10.3861
Finland,FIN,1991,10.7164
Finland,FIN,1992,9.4319
Finland,FIN,1993,9.9824
Finland,FIN,1994,11.2669
Finland,FIN,1995,10.3127
Finland,FIN,1996,11.9642
Finland,FIN,1997,11.6706
Finland,FIN,1998,11.0834
Finland,FIN,1999,10.7531
Finland,FIN,2000,10.1292
Finland,FIN,2001,11.01
Finland,FIN,2002,11.8908
Finland,FIN,2003,13.2854
Finland,FIN,2004,12.845
Finland,FIN,2005,10.4228
Finland,FIN,2006,12.5881
Finland,FIN,2007,12.111
Finland,FIN,2008,10.643
Finland,FIN,2009,9.9457
Finland,FIN,2010,11.5605
Finland,FIN,2011,10.5329
Finland,FIN,2012,9.0649
Finland,FIN,2013,8.6612
Finland,FIN,2014,8.6245
France,FRA,1950,4.8444
France,FRA,1951,5.4316
France,FRA,1952,5.3582
France,FRA,1953,5.0279
France,FRA,1954,5.2481
France,FRA,1955,5.505
France,FRA,1956,6.1289
France,FRA,1957,6.2757
France,FRA,1958,5.9821
France,FRA,1959,5.7986
France,FRA,1960,5.9454
France,FRA,1961,6.0922
France,FRA,1962,6.3858
France,FRA,1963,7.0097
France,FRA,1964,7.1565
France,FRA,1965,7.2299
France,FRA,1966,7.0464
France,FRA,1967,7.4868
France,FRA,1968,7.707
France,FRA,1969,8.2208
France,FRA,1970,8.6612
France,FRA,1971,9.0282
France,FRA,1972,9.3218
France,FRA,1973,9.9457
France,FRA,1974,9.542
France,FRA,1975,8.4777
France,FRA,1976,9.542
France,FRA,1977,9.0282
France,FRA,1978,9.4686
France,FRA,1979,9.8723
France,FRA,1980,9.3952
France,FRA,1981,8.4043
France,FRA,1982,8.0373
France,FRA,1983,7.7437
France,FRA,1984,7.3767
France,FRA,1985,7.2666
France,FRA,1986,6.9363
France,FRA,1987,6.7528
France,FRA,1988,6.6427
France,FRA,1989,6.9363
France,FRA,1990,6.6427
France,FRA,1991,6.8629
France,FRA,1992,6.3858
France,FRA,1993,6.2757
France,FRA,1994,5.872
France,FRA,1995,6.0555
France,FRA,1996,6.4592
France,FRA,1997,6.0188
France,FRA,1998,6.4592
France,FRA,1999,6.2757
France,FRA,2000,6.1289
France,FRA,2001,6.3491
France,FRA,2002,6.2757
France,FRA,2003,6.3124
France,FRA,2004,6.3491
France,FRA,2005,6.3124
France,FRA,2006,6.1289
France,FRA,2007,5.9454
France,FRA,2008,5.872
France,FRA,2009,5.6151
France,FRA,2010,5.6151
France,FRA,2011,5.2481
France,FRA,2012,5.2481
France,FRA,2013,5.2481
France,FRA,2014,4.7343
French Guiana,GUF,1950,0.2569
French Guiana,GUF,1951,0.367
